Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
204,8,8,6,8,6,8,2010,8.1,9,0,2,52,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
205,8,8,6,8,6,8,2010,8.1,9,0,3,50,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
206,8,8,6,8,6,8,2010,8.1,9,0,4,65,33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
207,8,8,6,8,6,8,2010,8.1,9,0,4,65,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
208,10,10,10,10,10,10,2018,8.7,9.4,0,2,78,21,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
209,10,10,10,10,10,10,2018,8.7,9.4,0,2,104,21,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
210,10,10,10,10,10,10,2018,8.7,9.4,0,2,114,22,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
211,10,10,10,10,10,10,2018,8.7,9.4,0,3,156,22,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
212,10,10,10,10,10,10,2018,8.7,9.4,0,2,117,29,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
213,10,10,10,10,10,10,2018,8.7,9.4,0,3,159,29,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
214,10,10,10,10,10,10,2018,8.7,9.4,0,2,129,24,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
215,10,10,10,10,10,10,2018,8.7,9.4,0,3,171,24,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
216,10,10,10,10,10,10,2018,8.7,9.4,0,2,147,22,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
217,10,10,10,10,10,10,2018,8.7,9.4,0,3,208,22,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
218,10,10,10,10,10,10,2018,8.7,9.4,0,2,187,39,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
219,10,10,10,10,10,10,2018,8.7,9.4,0,3,248,39,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
220,10,10,10,10,10,10,2018,8.7,9.4,0,4,301,39,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
221,6,6,9,8,6,7,2018,9,9.4,1,2,90,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222,8,8,9,9,8,8,2018,9.4,9.4,0,2,60,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223,8,8,9,9,8,8,2018,9.4,9.4,0,3,70,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
224,8,8,9,9,8,8,2018,9.4,9.4,0,4,80,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
225,7,7,6,7,7,7,2009,7.9,9.6,0,2,47,15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
226,7,7,6,7,7,7,2009,7.9,9.6,0,2,77,18,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
227,7,7,6,7,7,7,2009,7.9,9.6,0,2,94,30,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
228,7,7,6,7,7,7,2009,7.9,9.6,0,2,94,24,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
229,7,7,6,7,7,7,2009,7.9,9.6,0,2,161,35,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
230,7,7,6,7,7,7,2009,7.9,9.6,0,3,107,27,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
231,7,7,6,7,7,7,2009,7.9,9.6,0,3,128,30,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
232,7,7,6,7,7,7,2009,7.9,9.6,0,4,156,30,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
233,0,0,0,0,0,0,2000,8.8,9.6,0,2,47,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
234,0,0,0,0,0,0,2000,8.8,9.6,0,2,48,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
235,0,0,0,0,0,0,2000,8.8,9.6,0,3,56,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
236,0,0,0,0,0,0,2000,8.8,9.6,0,2,65,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
237,0,0,0,0,0,0,2000,8.8,9.6,0,2,89,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
238,0,0,0,0,0,0,2000,8.8,9.6,0,4,94,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
239,7,7,6,6,6,7,2012,7.8,8,0,2,23,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
240,7,7,6,6,6,7,2012,7.8,8,0,2,29,32,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
241,7,7,6,6,6,7,2012,7.8,8,0,4,35,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
242,7,7,6,6,6,7,2012,7.8,8,0,4,57,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
243,7,7,6,6,6,7,2012,7.8,8,0,5,25,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
244,7,7,6,6,6,7,2012,7.8,8,0,5,32,37,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
245,7,7,6,6,7,7,2020,9.4,9.4,1,2,49,30,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
246,9,9,9,8,8,9,2022,9.5,9,2,2,141,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
247,9,9,9,8,8,9,2022,9.5,9,2,3,148,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
248,9,9,9,8,8,9,2022,9.5,9,2,4,157,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
249,9,9,9,8,8,9,2022,9.5,9,2,5,166,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
250,9,9,9,8,8,9,2022,9.5,9,2,6,174,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
251,10,10,10,9,10,10,2009,8.7,9.6,0,2,86,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
252,10,10,10,9,10,10,2009,8.7,9.6,0,2,123,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
253,10,10,10,9,10,10,2009,8.7,9.6,0,3,135,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
254,10,10,10,9,10,10,2009,8.7,9.6,0,3,177,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
255,10,10,10,9,10,10,2009,8.7,9.6,0,2,117,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
256,10,10,10,9,10,10,2009,8.7,9.6,0,2,145,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
257,10,10,10,9,10,10,2009,8.7,9.6,0,2,137,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
258,10,10,10,9,10,10,2009,8.7,9.6,0,2,165,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
259,10,10,10,9,10,10,2009,8.7,9.6,0,2,154,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
260,10,10,10,9,10,10,2009,8.7,9.6,0,2,182,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
261,10,10,10,9,10,10,2009,8.7,9.6,0,2,154,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
262,10,10,10,9,10,10,2009,8.7,9.6,0,2,182,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
263,10,10,10,9,10,10,2009,8.7,9.6,0,2,174,33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
264,10,10,10,9,10,10,2009,8.7,9.6,0,2,202,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
265,10,10,10,9,10,10,2009,8.7,9.6,0,3,214,33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
266,10,10,10,9,10,10,2009,8.7,9.6,0,3,256,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
267,10,10,10,9,10,10,2009,8.7,9.6,0,2,294,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
268,10,10,10,9,10,10,2009,8.7,9.6,0,2,322,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,10,10,10,9,10,10,2009,8.7,9.6,0,3,334,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
270,10,10,10,9,10,10,2009,8.7,9.6,0,3,376,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
271,10,10,10,9,10,10,2009,8.7,9.6,0,2,303,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
272,10,10,10,9,10,10,2009,8.7,9.6,0,2,331,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
273,10,10,10,9,10,10,2009,8.7,9.6,0,3,347,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
274,10,10,10,9,10,10,2009,8.7,9.6,0,3,389,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
275,10,10,10,9,10,10,2009,8.7,9.6,0,4,387,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,10,10,10,9,10,10,2009,8.7,9.6,0,4,443,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,10,10,10,9,10,10,2009,8.7,9.6,0,2,484,106,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
278,10,10,10,9,10,10,2009,8.7,9.6,0,2,512,106,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
279,10,10,10,9,10,10,2009,8.7,9.6,0,3,511,106,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
280,10,10,10,9,10,10,2009,8.7,9.6,0,3,553,106,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
281,9,9,9,8,9,8,2019,9.3,9.5,1,2,58,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
282,9,9,9,8,9,8,2019,9.3,9.5,1,4,63,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
283,9,9,9,8,8,9,2007,8.1,8.9,0,2,58,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
284,9,9,9,8,8,9,2007,8.1,8.9,0,2,65,15,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
285,9,9,9,8,8,9,2007,8.1,8.9,0,2,63,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
286,9,9,9,8,8,9,2007,8.1,8.9,0,2,77,18,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
287,9,9,9,8,8,9,2007,8.1,8.9,0,2,83,24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
288,9,9,9,8,8,9,2007,8.1,8.9,0,2,99,24,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
289,9,9,9,8,8,9,2007,8.1,8.9,0,3,63,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
290,9,9,9,8,8,9,2007,8.1,8.9,0,3,77,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
291,9,9,9,8,8,9,2007,8.1,8.9,0,4,78,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
292,9,9,9,8,8,9,2007,8.1,8.9,0,4,94,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
293,9,9,9,8,8,9,2007,8.1,8.9,0,1,35,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
294,9,9,8,10,9,9,2010,8.8,8.9,0,2,61,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
295,9,9,8,10,9,9,2010,8.8,8.9,0,2,68,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
296,9,9,8,10,9,9,2010,8.8,8.9,0,2,70,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
297,9,9,8,10,9,9,2010,8.8,8.9,0,2,78,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
298,9,9,8,10,9,9,2010,8.8,8.9,0,2,93,26,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
299,9,9,8,10,9,9,2010,8.8,8.9,0,2,103,26,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
300,9,9,8,10,9,9,2010,8.8,8.9,0,1,57,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
301,9,9,8,10,9,9,2010,8.8,8.9,0,1,63,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
302,7,6,6,8,6,6,2020,8.1,9.3,7,14,400,320,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
303,10,10,10,10,10,9,2012,9.6,9.4,0,2,90,23,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
304,10,10,10,10,10,9,2012,9.6,9.4,0,2,105,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
305,10,10,10,10,10,9,2012,9.6,9.4,0,2,120,29,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
306,10,10,10,10,10,9,2012,9.6,9.4,0,2,135,29,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
307,10,10,10,10,10,9,2012,9.6,9.4,0,2,160,45,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
308,10,10,10,10,10,9,2012,9.6,9.4,0,2,175,45,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
309,10,10,9,10,10,10,2013,9.2,9.2,0,2,173,15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
310,10,10,9,10,10,10,2013,9.2,9.2,0,2,187,32,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
311,10,10,9,10,10,10,2013,9.2,9.2,2,4,317,60,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
312,10,10,9,10,10,10,2013,9.2,9.2,3,6,317,60,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
313,10,10,9,10,10,10,2013,9.2,9.2,3,6,403,160,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
314,10,10,9,10,10,10,2013,9.2,9.2,3,6,706,160,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
315,10,10,10,10,10,10,2010,9.4,9.4,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
316,10,10,10,10,10,10,2010,9.4,9.4,0,2,50,31,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
317,10,10,10,10,10,10,2010,9.4,9.4,0,3,60,31,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
318,10,10,10,10,10,10,2010,9.4,9.4,0,2,70,36,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
319,10,10,10,10,10,10,2010,9.4,9.4,0,3,60,30,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
320,10,10,10,10,10,10,2010,9.4,9.4,0,3,75,39,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
321,10,10,10,10,10,10,2010,9.4,9.4,0,4,65,40,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
322,10,10,10,10,10,10,2010,9.4,9.4,0,5,73,40,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
323,10,10,10,10,10,10,2010,9.4,9.4,0,6,79,40,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
324,10,10,10,10,10,10,2010,9.4,9.4,0,4,75,47,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
325,10,10,10,10,10,10,2010,9.4,9.4,0,5,83,47,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
326,10,10,10,10,10,10,2010,9.4,9.4,0,6,91,47,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
327,10,10,10,10,10,10,2010,9.4,9.4,0,4,85,48,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
328,10,10,10,10,10,10,2010,9.4,9.4,0,5,93,48,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
329,10,10,10,10,10,10,2010,9.3,9.3,0,2,110,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
330,10,10,10,10,10,10,2010,9.3,9.3,0,1,102,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
331,10,10,10,10,10,10,2010,9.3,9.3,0,2,130,27,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
332,10,10,10,10,10,10,2010,9.3,9.3,0,1,121,27,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
333,10,10,10,10,10,10,2010,9.3,9.3,0,2,160,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
334,10,10,10,10,10,10,2010,9.3,9.3,0,1,149,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
335,10,10,10,10,10,10,2010,9.3,9.3,0,2,170,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
336,10,10,10,10,10,10,2010,9.3,9.3,0,1,158,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
337,10,10,10,10,10,10,2010,9.3,9.3,0,2,180,24,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
338,10,10,10,10,10,10,2010,9.3,9.3,0,1,167,24,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
339,10,10,10,10,10,10,2010,9.3,9.3,0,2,220,40,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
340,10,10,10,10,10,10,2010,9.3,9.3,0,1,205,40,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
341,9,8,7,7,8,7,2021,8.8,9.1,0,2,65,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
342,9,8,7,7,8,7,2021,8.8,9.1,0,2,72,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
343,10,10,10,10,10,10,2022,9.2,9.2,0,2,63,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
344,10,10,10,10,10,10,2022,9.2,9.2,0,1,55,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
345,10,10,10,10,10,10,2022,9.2,9.2,0,2,69,29,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
346,10,10,10,10,10,10,2022,9.2,9.2,0,1,55,29,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
347,10,10,10,10,10,10,2022,9.2,9.2,0,2,68,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
348,10,10,10,10,10,10,2022,9.2,9.2,0,3,72,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
349,10,10,10,10,10,10,2022,9.2,9.2,0,1,63,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
350,6,6,7,7,6,6,2010,7.9,7.9,0,2,36,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
351,6,6,7,7,6,6,2010,7.9,7.9,0,2,70,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
352,6,6,7,7,6,6,2010,7.9,7.9,0,1,54,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
353,6,6,7,7,6,6,2010,7.9,7.9,0,3,27,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
354,6,6,7,7,6,6,2010,7.9,7.9,0,3,60,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
355,6,6,7,7,6,6,2010,7.9,7.9,0,3,50,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
356,6,6,7,7,6,6,2010,7.9,7.9,0,3,85,21,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
357,7,8,7,7,8,7,2013,9.5,9.3,0,2,69,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
358,10,10,10,9,10,10,2022,9.8,9.6,0,2,260,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359,10,10,10,9,10,10,2022,9.8,9.6,0,2,260,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360,9,8,8,8,8,8,2015,9,9.2,0,2,110,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,9,8,8,8,8,8,2015,8.5,9.5,0,2,80,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
362,9,8,8,8,8,8,2015,8.5,9.5,0,2,95,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
363,9,8,8,8,8,8,2015,8.5,9.5,1,2,145,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
364,9,8,8,8,8,8,2015,8.5,9.5,0,2,180,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
365,9,8,8,8,8,8,2015,8.5,9.5,1,2,225,60,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
366,9,8,8,8,8,8,2015,8.5,9.5,1,4,195,80,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
367,9,8,8,8,8,8,2015,8.5,9.5,3,6,310,150,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
368,8,8,8,7,7,7,2012,8.9,8.8,0,2,55,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
369,8,8,8,7,7,7,2012,8.9,8.8,0,2,69,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
370,8,8,8,7,7,7,2012,8.9,8.8,0,1,48,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
371,8,8,8,7,7,7,2012,8.9,8.8,0,1,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
372,8,8,8,7,7,7,2012,8.9,8.8,0,3,68,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
373,8,8,8,7,7,7,2012,8.9,8.8,0,3,89,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
374,8,8,8,7,7,7,2012,8.9,8.8,0,4,77,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
375,8,8,8,7,7,7,2012,8.9,8.8,0,4,105,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
376,10,10,10,9,8,9,2012,9.3,9.4,2,4,95,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
377,10,10,10,9,8,9,2012,9.3,9.4,2,6,80,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,2008,7.6,8.8,0,2,55,16,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
379,0,0,0,0,0,0,2008,7.6,8.8,0,2,60,16,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
380,0,0,0,0,0,0,2008,7.6,8.8,0,2,60,22,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
381,0,0,0,0,0,0,2008,7.6,8.8,0,2,65,22,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
382,0,0,0,0,0,0,2008,7.6,8.8,0,2,62,28,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
383,0,0,0,0,0,0,2008,7.6,8.8,0,2,70,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
384,0,0,0,0,0,0,2008,7.6,8.8,0,3,60,22,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
385,0,0,0,0,0,0,2008,7.6,8.8,0,3,75,22,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
386,0,0,0,0,0,0,2008,7.6,8.8,0,1,45,16,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
387,0,0,0,0,0,0,2008,7.6,8.8,0,1,50,16,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
388,0,0,0,0,0,0,2015,9.1,9.6,0,2,57,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
389,0,0,0,0,0,0,2015,9.1,9.6,0,4,70,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
390,0,0,0,0,0,0,2012,8.9,9.6,0,2,30,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
391,0,0,0,0,0,0,2012,8.9,9.6,0,2,60,28,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
392,0,0,0,0,0,0,2012,8.9,9.6,0,3,45,16,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
393,0,0,0,0,0,0,2012,8.9,9.6,0,4,48,19,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
394,0,0,0,0,0,0,2012,8.9,9.6,0,1,30,16,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
395,0,0,0,0,0,0,2012,8.9,9.6,0,1,45,28,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
396,0,0,0,0,0,0,2016,8.7,8.7,1,3,55,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,2009,7.7,8.6,0,2,45,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
398,0,0,0,0,0,0,2009,7.7,8.6,0,2,57,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
399,0,0,0,0,0,0,2009,7.7,8.6,0,1,42,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
400,0,0,0,0,0,0,2009,7.7,8.6,0,2,66,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
401,0,0,0,0,0,0,2009,7.7,8.6,0,1,76,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
402,0,0,0,0,0,0,2021,9.6,9.4,1,2,150,23,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
403,0,0,0,0,0,0,2007,9,9.8,1,2,76,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
404,0,0,0,0,0,0,2007,9,9.8,1,2,98,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
405,0,0,0,0,0,0,2007,9,9.8,1,3,102,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
406,0,0,0,0,0,0,2007,9,9.8,1,1,58,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
407,0,0,0,0,0,0,2020,9.3,9,0,2,55,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,2010,8,8,0,2,60,20,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
409,0,0,0,0,0,0,2010,8,8,0,1,55,20,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
